Latitude,Longitude,MedInc,cluster
33.86,-118.05,6.5513,1
37.97,-122.32,4.5,4
33.75,-118.0,2.7589,5
37.77,-121.97,7.2216,4
37.87,-122.27,1.7464,3
37.67,-122.11,3.0917,3
33.94,-118.35,3.3125,5
38.56,-121.53,2.9375,3
34.17,-118.57,6.0928,1
37.49,-122.24,3.7463,3
33.74,-118.32,10.1357,2
37.98,-122.54,5.5083,4
33.67,-117.86,3.875,5
34.03,-117.93,4.7917,1
32.69,-117.03,4.6648,1
36.54,-119.12,2.9828,0
36.97,-122.03,2.1964,3
38.25,-122.62,2.875,3
33.96,-118.48,12.0088,2
32.92,-117.13,4.2614,1
32.99,-117.09,5.1909,1
33.87,-118.4,5.3816,1
33.49,-117.72,5.7281,1
33.78,-118.15,3.6193,5
34.08,-118.3,1.8771,5
33.64,-117.93,2.7543,5
32.74,-117.11,2.2,5
38.49,-121.51,4.1,3
37.55,-120.8,3.1641,3
33.96,-118.3,2.8299,5
34.05,-118.19,2.7432,5
33.89,-118.38,6.5745,1
37.81,-121.21,5.193,4
33.93,-118.28,3.5833,5
34.23,-118.44,4.5278,1
38.35,-122.32,5.5718,4
34.71,-117.76,2.9541,5
37.74,-120.91,3.25,3
37.85,-122.27,1.7135,3
34.19,-118.41,3.9792,5
35.38,-119.02,1.1875,0
37.57,-122.34,4.2407,4
34.0,-117.06,2.5357,5
33.96,-118.43,6.1985,1
34.06,-117.18,2.1875,5
33.81,-117.82,9.9055,2
37.65,-122.12,2.375,3
38.01,-121.35,3.5982,3
33.96,-118.2,2.8371,5
32.9,-116.52,4.57,1
32.8,-117.25,2.9781,5
34.06,-118.05,3.023,5
34.27,-118.44,3.4,5
38.03,-120.39,2.6094,3
33.98,-117.5,4.2099,1
37.52,-120.83,4.1859,4
33.52,-117.12,4.5841,1
36.98,-121.99,3.1914,3
34.1,-118.34,1.8209,5
34.05,-118.37,4.0583,1
37.95,-121.98,6.7371,4
34.05,-117.72,2.7321,5
32.58,-117.05,4.087,5
38.45,-122.71,3.455,3
33.93,-116.89,2.0976,5
37.72,-122.43,3.6667,3
37.55,-122.27,6.7474,4
33.93,-118.36,3.1656,5
37.75,-122.16,2.925,3
38.26,-122.04,2.7885,3
38.82,-121.24,5.4498,4
37.3,-120.46,2.3095,0
37.75,-122.45,3.0804,3
39.21,-123.19,3.5917,3
37.81,-122.3,2.5938,3
33.66,-117.95,6.8226,1
34.1,-118.25,2.625,5
37.78,-122.41,1.1185,3
32.76,-117.06,3.2188,5
38.13,-121.29,2.3917,3
38.0,-122.39,4.125,3
33.2,-117.26,2.8214,5
34.05,-118.44,4.8618,1
34.16,-118.45,3.6171,5
33.98,-118.25,1.7207,5
33.53,-117.77,5.1837,1
37.93,-122.31,3.5089,3
37.96,-121.26,2.3056,3
34.08,-117.6,4.9063,1
36.77,-119.68,6.0132,4
37.2,-121.83,6.8333,4
34.18,-118.37,2.9228,5
36.25,-119.69,2.395,0
37.35,-122.01,5.0785,4
38.91,-120.88,2.902,3
33.16,-116.68,2.1797,5
37.74,-121.98,7.9393,4
37.92,-122.3,4.0804,3
33.9,-118.36,4.0727,1
38.99,-122.0,2.9489,3
34.19,-118.9,10.0595,2
37.97,-122.55,7.1155,4
38.53,-121.42,3.4083,3
34.4,-119.7,3.0938,0
34.05,-118.33,2.1736,5
37.34,-121.84,4.25,4
34.0,-118.34,5.8993,1
33.17,-117.24,4.2826,1
33.09,-117.23,6.3373,1
33.95,-117.44,3.7344,5
37.31,-121.88,4.5795,4
38.02,-121.88,2.5737,3
33.93,-118.33,6.0718,1
41.23,-122.27,2.1898,3
37.24,-121.94,7.3522,4
34.01,-118.52,3.1433,5
34.02,-118.3,1.631,5
33.93,-118.23,1.7411,5
37.23,-121.78,5.898,4
33.94,-117.24,1.6111,5
40.14,-120.94,1.5774,3
34.14,-117.33,1.9423,5
38.24,-120.72,2.5473,3
37.94,-122.35,2.3456,3
38.27,-122.45,4.2237,4
37.97,-121.32,3.3235,3
37.79,-122.41,3.3681,3
34.08,-117.65,5.4689,1
33.85,-117.93,3.2188,5
32.81,-117.05,5.6402,1
38.71,-121.22,4.4695,4
33.86,-118.35,3.9732,5
37.23,-121.77,5.6958,4
34.13,-118.05,3.735,5
34.38,-119.53,2.7864,0
37.66,-122.09,2.2222,3
33.99,-118.23,4.5208,1
34.12,-118.45,9.7449,2
38.04,-121.63,3.2619,3
34.05,-118.19,1.9083,5
38.92,-119.98,2.0708,3
38.61,-121.36,3.8882,3
37.68,-122.08,2.6563,3
40.07,-122.19,1.9773,3
32.76,-117.13,2.6333,5
37.96,-121.29,1.3438,3
33.83,-118.07,2.5978,5
34.02,-117.08,3.3365,5
34.03,-118.34,3.4306,5
38.83,-122.74,3.3531,3
38.99,-122.7,2.3558,3
32.68,-117.1,2.0724,5
33.73,-117.99,3.1912,5
38.54,-121.35,3.5691,3
33.98,-117.37,2.1151,5
34.18,-118.46,3.0877,5
33.89,-117.34,5.363,1
33.95,-118.38,3.2708,5
37.78,-122.47,4.0208,3
33.76,-118.14,4.3889,1
38.67,-121.2,2.9803,3
37.94,-122.41,3.2875,3
34.62,-120.18,3.1912,0
34.28,-118.44,1.9688,5
34.42,-119.7,3.1667,0
33.12,-117.1,0.813,5
33.99,-118.32,2.1875,5
37.95,-121.94,7.1978,4
37.79,-122.21,3.0893,3
37.42,-122.19,8.4375,4
34.09,-117.67,2.7266,5
34.08,-118.26,1.9209,5
34.26,-118.75,5.4604,1
33.93,-118.25,2.5,5
37.37,-120.88,2.6908,3
33.89,-118.33,5.1874,1
36.77,-119.83,2.625,0
35.6,-117.7,3.858,5
37.64,-122.09,4.1141,4
37.79,-122.19,4.6563,4
32.63,-117.08,2.2788,5
34.12,-117.32,1.4066,5
34.97,-120.45,3.0368,0
37.79,-122.23,1.3281,3
37.96,-122.5,6.1359,4
32.78,-117.16,3.6375,5
37.97,-120.38,2.5781,3
34.05,-118.21,1.3846,5
33.73,-116.38,4.0079,5
39.18,-123.21,2.6275,3
36.61,-119.44,3.9073,0
34.18,-118.16,2.4135,5
37.2,-121.7,4.65,4
34.25,-117.55,4.555,1
33.76,-117.82,6.5308,1
37.6,-122.02,3.2386,3
34.68,-118.16,3.7807,5
33.82,-118.18,3.7895,5
37.28,-122.0,5.7295,4
39.8,-123.47,2.3571,3
36.58,-121.94,6.777,4
34.06,-117.72,1.9643,5
33.68,-117.81,5.1583,1
32.77,-117.07,4.3529,1
38.12,-120.76,3.8488,3
38.4,-122.29,4.7833,4
37.71,-122.41,1.2269,3
34.17,-118.07,7.8588,1
33.68,-117.96,2.3674,5
37.97,-122.09,6.9961,4
36.75,-119.78,1.2375,0
33.79,-118.27,2.9375,5
33.97,-117.4,5.0194,1
34.06,-118.28,1.7199,5
37.8,-121.0,3.6107,3
34.31,-119.21,6.729,1
34.28,-118.81,4.1607,1
39.65,-122.14,3.6429,3
38.04,-121.33,5.1878,4
34.01,-118.17,2.7799,5
37.76,-120.83,2.9125,3
37.76,-122.43,4.2569,4
35.47,-118.92,6.2885,1
33.92,-118.19,2.0785,5
32.62,-117.09,3.0729,5
38.13,-121.27,1.75,3
34.03,-118.32,2.1046,5
32.81,-117.26,2.92,5
34.09,-118.26,3.6434,5
37.36,-121.81,7.5813,4
38.56,-121.44,2.8542,3
32.78,-117.25,2.45,5
34.14,-118.03,3.0727,5
33.82,-118.27,4.4015,1
33.83,-118.18,5.0052,1
34.12,-118.05,3.55,5
38.95,-122.63,1.7083,3
36.77,-119.83,2.4286,0
33.75,-118.41,9.8091,2
34.28,-118.77,5.1074,1
34.21,-118.43,4.125,1
32.71,-117.04,3.57,5
36.98,-121.94,3.0905,3
32.96,-117.12,5.2463,1
33.68,-117.82,8.7974,2
37.73,-122.4,2.6364,3
37.76,-121.42,4.1855,4
37.65,-120.93,4.25,4
33.82,-118.29,3.4375,5
33.93,-117.93,2.1944,5
33.86,-117.94,4.6964,1
37.72,-122.43,3.6719,3
33.68,-117.82,7.9187,1
33.82,-117.96,3.6422,5
34.24,-116.82,2.5147,5
37.97,-122.08,6.6579,4
37.35,-122.07,8.5888,4
37.9,-121.24,2.625,3
37.76,-122.41,2.6667,3
32.73,-117.23,2.5259,5
37.73,-122.42,4.625,4
35.47,-118.61,2.5474,0
34.17,-117.27,4.625,1
39.05,-122.78,2.6181,3
38.29,-122.33,5.3351,4
34.43,-118.43,4.2037,1
34.1,-117.31,2.0089,5
33.89,-118.16,1.7344,5
38.0,-121.79,2.5893,3
33.94,-117.95,5.0782,1
33.98,-117.6,2.7284,5
33.93,-118.34,3.0677,5
33.84,-117.88,3.7303,5
32.75,-117.09,1.6318,5
35.32,-120.83,3.2226,0
33.72,-118.05,3.8038,5
37.31,-121.96,7.0469,4
33.81,-118.01,4.5179,1
37.25,-121.0,2.6087,3
33.98,-118.31,2.0,5
37.92,-122.53,3.875,3
34.04,-117.18,4.9125,1
34.05,-118.34,2.6654,5
33.14,-117.12,4.1641,1
36.79,-119.79,1.9386,0
38.53,-122.97,2.1165,3
32.71,-117.17,4.2375,1
34.16,-119.18,3.6546,5
37.59,-122.38,4.6628,4
33.88,-118.36,4.7404,1
38.0,-122.05,3.7333,3
40.67,-122.38,2.212,3
41.76,-124.17,2.4605,3
33.04,-117.08,6.53,1
37.4,-121.86,5.8721,4
34.4,-118.9,1.5781,5
33.9,-117.78,6.5437,1
34.08,-117.34,3.2305,5
37.85,-122.04,9.5862,2
37.69,-121.03,3.8065,3
34.0,-118.23,1.5227,5
33.61,-117.91,5.9196,1
37.96,-121.33,2.5488,3
34.06,-118.34,7.4574,1
34.43,-119.61,9.0267,2
33.92,-118.37,4.9688,1
33.9,-118.02,4.4954,1
33.97,-118.43,7.7197,1
34.07,-118.19,3.375,5
34.46,-119.51,6.091,1
37.4,-122.07,4.359,4
34.71,-117.96,3.46,5
33.87,-117.92,2.8438,5
39.37,-123.38,2.6424,3
38.07,-122.55,6.7232,4
37.33,-121.97,5.1506,4
32.73,-116.95,5.2671,1
33.81,-118.27,4.4821,1
34.12,-117.93,3.5385,5
33.92,-118.41,3.6389,5
34.16,-118.43,4.569,1
39.83,-121.6,2.3079,3
34.05,-118.33,2.5284,5
36.98,-122.02,2.7125,3
36.96,-120.11,3.8952,0
33.12,-117.08,0.7054,5
33.79,-118.17,1.7589,5
32.8,-117.15,2.3578,5
33.77,-118.18,1.8388,5
33.93,-117.99,4.375,1
34.58,-118.06,3.86,5
33.96,-117.34,4.1883,1
39.25,-120.06,3.01,3
33.84,-117.87,4.5,1
38.32,-122.31,3.7045,3
37.52,-122.44,5.9919,4
34.58,-118.38,4.3456,1
37.97,-122.33,3.3125,3
37.6,-120.94,3.5331,3
37.99,-121.36,4.2589,4
37.76,-122.23,5.75,4
32.77,-117.19,2.4397,5
41.07,-121.11,2.7188,3
33.69,-117.99,5.3259,1
37.94,-122.56,10.6272,2
37.31,-120.35,2.0,0
33.97,-117.41,4.337,1
33.35,-118.32,2.1579,5
36.9,-121.73,2.5195,3
37.72,-122.54,3.527,3
40.57,-122.32,3.3816,3
37.74,-121.01,8.7783,4
37.82,-122.28,1.2171,3
33.06,-117.3,4.027,5
32.75,-117.25,2.2017,5
33.93,-118.36,2.6298,5
33.59,-117.68,14.9009,2
34.09,-118.22,2.48,5
37.81,-122.42,4.3472,4
37.82,-121.23,4.9271,4
34.22,-118.36,3.7663,5
37.94,-121.96,5.1582,4
34.06,-118.29,1.5553,5
36.51,-119.55,4.125,0
36.16,-119.45,2.8152,0
36.62,-121.91,3.5865,3
37.54,-122.03,4.1406,4
37.26,-122.02,10.2666,2
37.88,-122.34,1.7375,3
34.27,-118.85,3.3438,5
34.43,-119.88,4.4777,1
33.81,-117.8,8.847000000000001,2
32.95,-117.12,4.988,1
38.72,-121.24,4.9,4
34.16,-118.46,4.3839,1
33.87,-117.97,3.7054,5
34.42,-119.23,5.75,1
35.37,-119.03,1.6786,0
33.88,-117.81,9.2327,2
35.48,-120.68,2.7798,0
38.98,-120.91,3.653,3
34.09,-117.72,3.2566,5
37.76,-122.47,5.1893,4
37.51,-120.85,1.5531,3
34.09,-118.25,2.935,5
37.31,-122.02,6.082999999999999,4
37.3,-121.88,2.6763,3
37.56,-122.27,4.9434,4
39.1,-121.14,5.0389,4
33.77,-117.92,3.522,5
34.42,-119.71,2.5506,0
34.21,-118.61,5.4527,1
38.54,-121.96,3.2222,3
34.49,-117.21,3.6333,5
36.77,-119.84,1.4817,0
33.92,-117.27,3.0907,5
34.21,-118.33,6.981,1
37.65,-121.02,3.0645,3
32.75,-117.22,4.5878,1
34.26,-118.48,5.749,1
33.76,-117.78,11.4537,2
37.44,-122.21,4.6908,4
37.96,-121.31,2.3393,3
34.89,-116.72,2.8594,5
33.86,-118.19,3.4375,5
33.98,-118.28,2.2411,5
33.93,-118.23,2.0658,5
37.45,-122.13,6.6354,4
32.8,-117.02,4.4583,1
37.66,-122.1,3.0489,3
32.92,-117.13,3.6196,5
34.16,-118.39,5.1584,1
37.34,-121.87,2.4306,3
38.01,-122.65,5.0766,4
37.63,-121.02,1.564,3
33.6,-117.7,2.3774,5
37.22,-121.98,5.2321,4
33.48,-117.76,5.0044,1
35.41,-118.9,3.0938,0
38.28,-120.65,2.1382,3
33.2,-117.21,5.04,1
34.04,-118.28,1.6089,5
38.66,-121.43,2.7179,3
34.13,-117.31,2.6307,5
32.7,-117.08,2.875,5
38.68,-121.33,1.9093,3
34.0,-118.24,1.2056,5
34.04,-118.21,2.2788,5
37.35,-121.88,3.5781,3
38.04,-122.2,5.6022,4
38.14,-121.05,2.9875,3
37.77,-122.43,2.9567,3
33.15,-117.18,2.32,5
34.15,-118.44,3.415,5
33.99,-118.07,3.25,5
34.15,-117.29,3.2976,5
39.02,-121.08,4.2031,3
37.37,-121.95,3.0357,3
33.53,-117.73,7.8915,1
32.84,-116.76,3.1196,5
33.93,-117.45,3.2731,5
34.11,-117.64,2.5868,5
33.91,-117.49,3.2857,5
37.66,-122.45,5.3446,4
33.91,-117.87,4.2188,1
37.98,-121.29,2.625,3
34.07,-117.63,3.4432,5
38.37,-122.85,4.4437,4
39.28,-123.22,3.1455,3
32.63,-117.07,3.7583,5
38.12,-122.32,5.3785,4
38.69,-121.37,3.2361,3
34.08,-118.34,3.1078,5
38.57,-122.26,2.1979,3
40.52,-121.92,2.2993,3
33.97,-118.24,2.5536,5
33.97,-118.39,5.1333,1
37.6,-122.08,3.9022,3
34.35,-119.05,2.2443,5
34.1,-118.19,4.239,1
34.02,-118.66,8.7364,2
33.88,-118.14,4.3646,1
37.71,-122.08,4.8237,4
32.63,-117.07,3.5583,5
33.75,-118.42,8.2831,2
33.9,-118.08,3.5580000000000003,5
34.39,-118.55,6.8419,1
33.77,-117.86,4.6111,1
36.63,-121.62,3.6286,3
37.75,-121.44,3.4821,3
38.73,-120.84,2.8807,3
34.58,-118.1,3.275,5
39.64,-121.8,2.8306,3
37.78,-122.44,3.875,3
37.4,-122.09,3.6742,3
33.98,-118.09,3.5,5
38.48,-122.48,4.6379,4
33.91,-118.15,2.9643,5
39.75,-122.18,1.6948,3
34.13,-118.1,9.7912,2
33.96,-118.45,6.3267,1
34.27,-118.67,4.9946,1
33.9,-118.13,3.625,5
37.46,-121.91,5.6062,4
33.8,-117.83,3.8681,5
34.07,-118.38,3.5573,5
38.01,-121.36,4.5278,4
36.86,-119.78,4.2071,0
33.81,-117.95,4.025,5
33.92,-117.87,6.3303,1
37.61,-121.09,3.8864,3
33.88,-118.17,3.0052,5
39.5,-121.55,1.0585,3
34.37,-117.63,3.7252,5
32.84,-117.28,3.7596,5
34.35,-119.06,2.0682,5
34.02,-117.05,2.5980000000000003,5
37.11,-120.27,2.6694,0
33.69,-118.01,11.5199,2
34.86,-120.4,2.0508,0
37.72,-122.47,3.0,3
37.74,-122.43,3.8846,3
32.8,-117.25,3.3274,5
34.11,-118.32,2.3974,5
34.02,-118.42,3.6488,5
33.94,-118.18,3.4688,5
34.27,-118.33,3.1349,5
33.62,-114.6,2.6797,5
32.73,-117.08,3.6974,5
33.93,-118.24,2.75,5
33.99,-116.99,4.7356,1
33.99,-118.36,4.6406,1
37.74,-121.93,6.8806,4
37.68,-121.76,3.1856,3
37.73,-122.42,4.5769,4
33.73,-117.89,4.0769,1
33.74,-117.9,2.2105,5
34.86,-120.43,4.3125,0
33.97,-118.3,2.0673,5
37.72,-122.13,6.5095,4
37.73,-122.44,3.8304,3
33.78,-117.86,3.125,5
34.0,-118.28,1.432,5
37.68,-122.12,4.0417,3
34.55,-118.08,4.5237,1
32.75,-117.19,8.1548,1
33.82,-118.32,7.0935,1
33.81,-118.12,5.0447,1
37.88,-121.27,1.6458,3
34.05,-118.15,3.8472,5
37.74,-122.17,2.4028,3
33.96,-118.09,3.425,5
34.25,-116.88,4.9643,1
33.87,-118.35,5.5,1
37.79,-122.22,3.9048,3
40.11,-122.17,1.7708,3
32.6,-117.04,4.2241,1
34.06,-117.75,0.4999,5
37.94,-122.36,3.0862,3
37.77,-122.42,2.0548,3
34.26,-118.59,7.167000000000001,1
34.13,-117.21,3.3445,5
37.97,-122.0,5.1021,4
33.61,-117.71,2.6848,5
35.37,-118.94,2.0643,0
36.58,-119.62,2.6858,0
34.07,-118.11,5.2719,1
34.03,-118.33,1.6429,5
37.85,-122.62,6.8198,4
37.63,-122.45,5.747999999999999,4
37.79,-122.5,15.0001,2
40.29,-121.14,1.6875,3
34.09,-118.08,2.9196,5
39.1,-123.34,3.0652,3
37.94,-121.24,2.8705,3
38.66,-121.36,2.7955,3
33.12,-117.03,5.4663,1
32.69,-117.06,4.4375,1
33.7,-117.15,3.1319,5
37.85,-122.26,3.075,3
38.63,-121.45,1.4397,3
37.62,-122.08,2.6875,3
33.75,-117.84,4.0214,5
34.26,-119.02,3.7974,5
33.78,-118.1,5.7389,1
38.29,-122.26,6.5799,4
37.88,-122.26,4.2788,4
37.8,-122.39,4.5581,4
34.23,-118.96,3.9699,1
36.59,-121.91,6.2323,4
34.31,-118.44,4.0301,1
37.37,-122.03,3.5861,3
37.64,-121.05,3.3516,3
37.71,-122.15,4.0208,3
38.42,-122.84,2.9625,3
32.68,-117.09,2.8089,5
33.82,-117.88,6.0488,1
37.37,-121.81,7.2861,4
37.54,-122.02,3.535,3
32.78,-115.57,5.127999999999999,1
37.31,-120.44,3.0515,0
39.0,-121.3,4.0282,3
34.53,-117.33,3.0943,5
37.77,-121.48,5.0176,4
34.4,-116.94,2.1339,5
38.36,-121.82,3.3036,3
34.28,-119.16,4.0,1
34.14,-118.46,8.8115,2
37.95,-122.06,4.7386,4
33.94,-118.1,6.1814,1
33.76,-118.23,5.0,1
33.8,-118.18,1.7689,5
34.13,-117.98,3.6806,5
34.14,-118.24,2.462,5
34.22,-118.38,2.375,5
34.2,-118.14,5.0953,1
37.76,-122.41,3.4028,3
32.57,-117.06,3.0284,5
33.76,-117.89,4.8,1
38.53,-121.52,3.5737,3
40.76,-122.89,2.3958,3
33.94,-118.27,2.0789,5
32.67,-116.89,6.2578,1
39.82,-121.59,2.3507,3
37.3,-122.01,8.0837,4
33.9,-117.8,7.8537,1
36.31,-119.64,1.5909,0
34.58,-117.4,1.4196,5
34.18,-118.92,6.3522,1
32.72,-117.14,2.1199,5
33.73,-118.11,5.0476,1
37.56,-122.31,3.9688,3
34.2,-118.33,4.3631,1
34.08,-118.32,3.125,5
37.74,-122.49,5.6826,4
37.94,-122.35,2.8967,3
40.78,-124.18,2.5536,3
32.97,-115.53,2.4063,5
38.37,-120.87,2.8125,3
38.8,-123.01,3.5156,3
37.76,-121.93,10.3345,2
37.32,-121.9,3.7738,3
37.77,-122.24,2.3882,3
35.78,-119.25,2.2981,0
34.43,-119.69,4.149,1
38.33,-122.7,3.6369,3
34.08,-118.16,3.2031,5
33.91,-118.23,2.5893,5
34.12,-117.27,1.7235,5
37.25,-121.82,5.8305,4
37.77,-122.41,3.2292,3
37.76,-121.44,5.0443,4
38.0,-122.04,3.2484,3
33.2,-117.23,4.8929,1
34.17,-119.23,3.6875,5
37.24,-122.02,10.6834,2
37.66,-122.43,4.5493,4
32.7,-117.13,1.4632,5
34.05,-118.27,1.8304,5
37.9,-122.56,5.1292,4
33.21,-117.26,3.0197,5
33.87,-118.19,2.5417,5
33.96,-118.24,2.5729,5
36.33,-119.34,4.1812,0
33.69,-117.53,10.9704,2
38.29,-120.27,3.3542,3
34.19,-118.4,3.6007,5
34.02,-118.4,4.6932,1
38.69,-121.3,4.0739,3
33.88,-117.79,6.0829,1
38.2,-122.66,4.3056,4
32.79,-116.96,2.6087,5
39.25,-121.02,2.2278,3
38.1,-121.28,2.5556,3
37.66,-122.41,4.6103,4
34.14,-117.46,0.8926,5
37.66,-122.41,3.8438,3
34.16,-118.78,8.0137,2
33.72,-117.86,3.4130000000000003,5
37.27,-121.84,4.2083,4
37.84,-122.28,1.6424,3
36.98,-122.01,2.589,3
36.87,-121.77,3.3472,3
33.63,-116.2,2.5,5
37.76,-122.16,4.6696,4
37.34,-120.3,2.4286,0
36.41,-119.69,2.2885,0
34.96,-120.57,2.5809,0
37.5,-121.21,3.0,3
40.61,-122.38,1.7227,3
38.7,-121.3,3.235,3
33.9,-118.34,4.1776,1
33.74,-118.31,4.3472,1
34.06,-118.12,2.5321,5
37.79,-122.45,10.7097,2
38.66,-122.7,3.9063,3
34.21,-118.39,3.6845,5
34.11,-118.29,5.296,1
37.68,-121.89,6.3373,4
34.11,-118.08,3.9464,5
37.83,-122.24,5.956,4
34.09,-118.14,2.85,5
34.11,-118.29,2.3789,5
33.83,-118.3,3.1851,5
37.73,-122.18,2.5192,3
34.05,-118.35,2.6781,5
39.09,-122.83,1.4679,3
36.7,-119.57,2.6823,0
33.96,-118.39,3.625,5
40.78,-124.16,2.5417,3
40.56,-122.36,2.0258,3
37.61,-120.97,1.871,3
33.8,-117.85,3.825,5
37.24,-121.92,6.3663,4
33.72,-117.91,4.5607,1
36.76,-119.87,2.875,0
34.01,-118.24,1.7813,5
33.95,-118.26,1.2969,5
38.15,-120.46,2.3816,3
37.78,-122.47,3.1392,3
37.36,-121.95,2.7727,3
34.58,-117.41,1.6838,5
35.05,-118.0,3.4015,5
37.81,-122.29,0.8026,3
36.77,-121.7,3.0347,3
34.89,-117.05,3.7065,5
34.17,-118.43,3.4449,5
39.15,-121.6,1.5208,3
38.27,-121.99,3.1979,3
36.32,-119.3,3.3875,0
33.72,-117.87,3.5902,5
37.7,-122.07,3.0,3
34.52,-118.35,5.9171,1
34.05,-118.23,2.5313,5
37.53,-122.01,6.0667,4
37.02,-121.83,2.9559,3
32.77,-117.11,2.5952,5
37.42,-121.82,6.1091,4
37.75,-122.42,2.7173,3
37.97,-122.51,3.2462,3
37.66,-122.41,3.2833,3
37.96,-121.18,2.5625,3
37.76,-121.96,9.7037,2
34.03,-118.28,1.8539,5
33.87,-117.96,4.7984,1
34.07,-117.9,5.8519,1
32.75,-117.18,2.7222,5
34.03,-118.2,2.7266,5
37.94,-122.36,0.9687,3
38.41,-121.32,5.8239,4
39.68,-121.84,3.5375,3
33.97,-118.4,7.5953,1
38.73,-120.91,4.835,4
33.16,-117.18,3.1793,5
36.3,-119.13,2.7321,0
37.48,-121.12,3.2396,3
37.69,-122.16,4.3971,4
33.61,-117.92,5.3369,1
34.09,-118.16,3.1204,5
37.96,-122.1,4.3571,4
34.01,-117.69,2.3,5
33.66,-117.81,10.0757,2
37.67,-122.07,3.2417,3
38.4,-122.73,2.975,3
34.17,-118.4,3.4013,5
35.33,-119.09,4.997,1
34.14,-118.09,5.3377,1
33.98,-117.49,4.8371,1
36.33,-119.64,1.4524,0
33.11,-117.07,3.0054,5
33.7,-116.22,3.2833,5
38.51,-122.48,3.1312,3
33.75,-116.71,3.0625,5
37.95,-122.35,3.0737,3
40.14,-122.12,2.5197,3
37.47,-122.21,2.92,3
33.73,-117.86,3.7202,5
33.85,-117.99,4.9777,1
35.16,-119.45,2.3912,0
33.7,-116.2,2.2989,5
34.03,-118.42,3.3542,5
33.9,-118.13,3.4868,5
33.83,-117.91,3.6607,5
33.93,-117.96,4.7446,1
34.07,-118.11,3.3088,5
32.81,-117.11,2.5953,5
33.93,-118.26,1.5256,5
34.07,-118.31,2.2364,5
37.3,-121.8,4.8173,4
34.07,-117.32,2.1125,5
38.39,-121.36,5.2447,4
37.62,-122.4,3.1058,3
33.84,-118.37,5.3773,1
32.95,-117.26,4.4375,1
32.85,-117.21,4.2065,1
38.56,-121.47,3.125,3
33.82,-118.1,5.2713,1
33.86,-118.2,2.6465,5
34.1,-118.31,1.6903,5
32.77,-117.15,2.9576,5
33.61,-114.59,2.1782,5
33.55,-117.77,6.7861,1
34.08,-118.1,2.6884,5
33.8,-118.2,2.8988,5
33.94,-117.94,5.1084,1
37.64,-121.97,6.0574,4
34.08,-117.92,3.8705,5
38.68,-121.46,2.8333,3
33.81,-118.13,4.7845,1
34.06,-118.11,2.9764,5
34.09,-117.48,3.1838,5
34.07,-118.25,2.0,5
33.78,-117.11,4.1875,1
34.06,-118.14,3.3906,5
33.97,-118.03,4.65,1
34.05,-118.28,1.6037,5
39.2,-123.21,2.2926,3
34.1,-118.28,2.7875,5
33.98,-118.25,1.7378,5
37.38,-120.72,2.2813,3
35.36,-119.01,1.2157,0
32.75,-117.1,1.7446,5
36.62,-121.91,3.3333,3
39.4,-123.35,1.85,3
33.83,-118.31,2.775,5
37.3,-121.94,6.622999999999999,4
40.63,-122.34,3.6853,3
34.11,-118.37,8.5842,2
32.84,-116.9,4.0873,5
34.2,-118.37,2.9861,5
36.71,-119.83,2.4167,0
36.48,-119.44,1.1728,0
38.13,-121.27,1.9238,3
38.54,-121.44,2.5694,3
37.77,-122.44,4.4085,4
33.67,-118.31,5.3074,1
38.46,-121.35,4.3879,4
32.67,-117.09,2.052,5
36.78,-119.77,2.5434,0
33.79,-118.37,8.2064,2
32.85,-115.59,4.875,1
34.02,-118.1,4.9107,1
33.94,-117.96,4.8906,1
33.02,-116.86,4.6518,1
37.32,-121.84,3.6953,3
36.67,-121.62,2.8942,3
37.48,-122.24,6.2154,4
33.76,-117.88,1.7823,5
34.06,-117.4,3.9191,5
34.06,-118.12,2.2261,5
33.46,-117.63,6.3401,1
37.62,-122.04,3.8125,3
34.06,-118.43,5.1999,1
32.8,-117.24,2.2880000000000003,5
37.77,-122.19,2.0469,3
36.76,-119.83,1.976,0
36.79,-121.74,4.3814,4
37.32,-121.98,4.2531,4
37.33,-121.78,6.68,4
33.93,-118.15,4.6583,1
37.55,-121.97,3.168,3
38.26,-119.3,2.9509,0
37.94,-122.37,1.0521,3
32.71,-117.13,1.5474,5
35.29,-120.67,3.0833,0
33.87,-117.94,3.9375,5
34.32,-118.41,5.2987,1
34.06,-118.45,9.337,2
34.2,-118.53,3.225,5
37.11,-122.09,3.6474,3
33.23,-117.33,2.5872,5
32.75,-117.01,4.3088,1
33.78,-118.17,1.7393,5
37.54,-120.72,4.2188,4
33.85,-118.12,4.6908,1
41.43,-122.38,1.6509,3
33.68,-117.78,6.115,1
33.73,-116.23,2.8648,5
33.98,-116.5,4.0417,5
33.82,-116.39,2.7219,5
33.07,-117.12,3.6389,5
37.68,-121.04,2.3783,3
37.96,-121.32,2.0398,3
33.84,-118.08,4.8448,1
37.96,-121.99,5.5872,4
37.29,-120.51,1.7679,0
37.86,-122.29,1.9946,3
33.65,-117.69,6.1062,1
32.73,-115.52,2.3571,5
34.02,-118.43,3.9091,5
33.23,-117.14,3.1272,5
40.12,-121.78,6.1359,4
38.28,-122.45,5.7984,4
33.2,-117.2,5.542999999999999,1
38.6,-121.37,5.8336,4
38.61,-121.44,1.0467,3
33.8,-116.48,3.6667,5
38.49,-121.4,3.5968,3
34.05,-117.73,2.0734,5
